Age,Years_at_Company,Job_Satisfaction,Tasks_Per_Hour,Tasks_Per_Meeting,Overtime_Efficiency,Total_Work_Hours,Meeting_Burden,Overtime_Ratio,Job_Level_Numeric,Age_Experience_Ratio,Seniority_Score,Work_Life_Score,Satisfaction_Balance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Operations,Dept_Sales,Remote_No,Remote_Yes,WLB_Excellent,WLB_Good,WLB_Poor
52,3,5,0.38145438152373684,0.75,0.5,193,3.0489213285905667,0.11299435028248588,1,9.080459770114944,3,3.0,9.0,False,False,False,False,True,False,True,False,False,False
34,10,7,1.9452870998898124,1.8571428571428572,1.0,195,7.1750828939501,0.31788079470198677,1,3.090909090909091,10,3.0,9.0,False,False,False,False,False,True,False,False,False,False
40,13,8,0.7057993177273263,0.46153846153846156,5.416666666666666,187,11.283497884344149,0.0,2,2.857142857142857,26,3.0,9.0,False,False,False,True,False,False,True,False,False,False
27,19,2,0.8104324762395934,2.3333333333333335,5.416666666666666,190,1.8509170452633352,0.0,2,1.35,38,3.0,9.0,False,False,False,True,False,True,False,False,False,False
49,14,8,2.2515784667223,0.8666666666666667,2.6,143,19.37472479084104,0.12213740458015267,1,3.2666666666666666,14,3.0,18.0,False,True,False,False,False,False,False,False,True,False
43,23,2,0.49245646237184937,0.375,0.42857142857142855,158,9.181969949916528,0.17391304347826086,2,1.7916666666666667,46,3.0,8.0,False,False,True,False,False,False,False,True,False,False
49,11,8,2.0807717771682586,1.2727272727272727,5.416666666666666,148,11.877766979807795,0.0,1,4.083333333333333,11,3.0,9.0,False,False,False,False,False,False,False,False,False,False
37,26,2,1.2602722604701546,2.75,5.416666666666666,192,2.7474814753142955,0.0,1,1.3703703703703705,26,3.0,9.0,False,False,True,False,False,False,False,False,False,False
54,18,4,1.107738343571521,0.7,0.5833333333333334,183,11.381272633212623,0.3076923076923077,3,2.8421052631578947,54,3.0,12.0,False,True,False,False,False,True,False,False,True,False
47,11,7,1.9128147721468087,1.4545454545454546,3.2,200,9.556076796108071,0.0851063829787234,1,3.9166666666666665,11,3.0,9.0,True,False,False,False,False,False,True,False,False,False
44,15,9,1.396581549253305,0.5714285714285714,1.0,154,18.133400963733198,0.2153846153846154,2,2.75,30,3.0,18.0,False,False,False,False,False,False,False,True,False,False
22,25,7,0.5750807073492701,0.4444444444444444,0.36363636363636365,193,9.19204052854233,0.25477707006369427,4,0.8461538461538461,97,3.0,18.0,False,False,False,True,False,False,False,False,True,False
50,4,8,2.898730449070701,5.272727272727273,4.25,141,2.724964389669908,0.09022556390977443,1,9.080459770114944,4,3.0,8.0,False,False,False,True,False,True,False,False,False,True
29,11,3,2.1075067955119686,1.1428571428571428,5.416666666666666,167,13.686175049050103,0.0,1,2.4166666666666665,11,3.0,9.0,False,False,False,False,False,True,False,False,False,False
24,6,2,1.5130513908433938,2.6,4.333333333333333,197,3.7214022920455028,0.04145077720207254,4,3.4285714285714284,24,3.0,9.0,False,False,False,False,True,False,True,False,False,False
34,22,4,1.9858077238199716,1.4444444444444444,3.25,156,9.765841748973477,0.08108108108108109,2,1.4782608695652173,44,3.0,9.0,True,False,False,False,False,False,True,False,False,False
41,18,5,1.4665012152475108,1.0833333333333333,3.25,207,9.919252367094316,0.06030150753768844,3,2.1578947368421053,54,3.0,9.0,False,False,False,True,False,True,False,False,False,False
26,12,2,1.3748109634925199,1.0,1.6666666666666667,180,9.889121965837578,0.12195121951219512,3,2.0,36,3.0,2.0,False,False,False,True,False,False,False,False,False,True
33,26,6,1.7866025113946666,1.7777777777777777,1.7777777777777777,229,7.140828498397371,0.15920398009950248,3,1.2222222222222223,78,3.0,9.0,False,False,False,True,False,True,False,False,False,False
38,27,2,0.6768085400932149,0.2857142857142857,0.26666666666666666,186,17.576204523107176,0.417910447761194,4,1.3571428571428572,97,3.0,9.0,False,False,False,True,False,True,False,False,False,False
35,16,7,0.5037321976461968,0.42857142857142855,0.23076923076923078,179,8.050253095078368,0.35555555555555557,1,2.0588235294117645,16,3.0,18.0,False,False,False,False,False,True,False,False,True,False
47,20,7,1.6334854619793886,1.25,5.416666666666666,206,9.575815131370687,0.019417475728155338,2,2.238095238095238,40,3.0,9.0,False,False,True,False,False,False,True,False,False,False
51,16,5,1.5029002248140004,1.2222222222222223,0.7333333333333333,217,8.735791929319502,0.3393939393939394,2,3.0,32,3.0,9.0,False,True,False,False,False,False,False,False,False,False
53,18,8,1.3553089251357677,1.625,1.3,247,5.833996287456908,0.16744186046511628,3,2.789473684210526,54,3.0,18.0,True,False,False,False,False,False,True,True,False,False
51,26,2,1.2789061864180162,1.0,0.9090909090909091,212,9.199888486200168,0.22727272727272727,1,1.8888888888888888,26,3.0,2.0,False,False,False,False,True,True,False,False,False,True
33,14,8,1.8512835235766403,1.2142857142857142,5.416666666666666,206,11.31687242798354,0.019417475728155338,3,2.2,42,3.0,18.0,False,False,False,False,True,True,False,False,True,False
57,17,9,2.526651443704314,1.3076923076923077,1.1333333333333333,204,14.253320375769356,0.3684210526315789,3,3.1666666666666665,51,3.0,9.0,False,False,True,False,False,False,True,False,False,False
40,15,5,1.7436685322700614,1.625,0.9285714285714286,216,7.5041418965013165,0.30952380952380953,1,2.5,15,3.0,5.0,False,True,False,False,False,True,False,False,False,True
46,10,5,1.8163304620634617,1.2857142857142858,3.6,234,10.486946318568497,0.07207207207207207,2,4.181818181818182,20,3.0,15.0,False,False,False,False,True,True,False,False,True,False
54,7,4,2.478489248144654,5.272727272727273,3.2,158,2.4758046365068647,0.1095890410958904,1,6.75,7,3.0,12.0,False,False,False,False,True,False,True,False,True,False
42,5,4,1.351789165577415,3.6666666666666665,3.6666666666666665,187,1.9645488235031479,0.04371584699453552,2,7.0,10,3.0,4.0,False,True,False,False,False,True,False,False,False,True
23,11,5,1.5475676055913419,1.4,1.5555555555555556,231,7.952765393420895,0.15763546798029557,2,1.9166666666666667,22,3.0,9.0,True,False,False,False,False,False,False,False,False,False
58,21,5,2.0891287104378233,5.272727272727273,2.8333333333333335,199,0.9822744117515739,0.1092896174863388,2,2.6363636363636362,42,3.0,15.0,False,False,False,False,False,False,True,False,True,False
42,3,5,1.8854180057419547,5.272727272727273,1.3333333333333333,172,0.0,0.2222222222222222,2,9.080459770114944,6,3.0,9.0,False,False,False,False,False,False,False,False,False,False
47,17,4,1.4829627798811382,1.0909090909090908,1.0909090909090908,218,9.87787356321839,0.21978021978021978,2,2.611111111111111,34,3.0,9.0,False,True,False,False,False,False,True,False,False,False
53,19,4,2.3518758410785927,5.272727272727273,2.4285714285714284,183,2.211388651555511,0.147239263803681,2,2.65,38,3.0,16.0,False,True,False,False,False,True,False,True,False,False
48,9,7,3.116095382513206,1.2142857142857142,5.416666666666666,124,19.038743176674213,0.03225806451612903,1,4.8,9,3.0,18.0,False,False,False,True,False,True,False,False,True,False
38,4,4,0.6110177611753759,0.4,0.4,180,10.986571967595161,0.24324324324324326,1,7.6,4,3.0,16.0,False,True,False,False,False,False,True,True,False,False
25,15,5,1.9552369243530683,0.8571428571428571,1.0909090909090908,175,16.926081552938392,0.28776978417266186,2,1.5625,30,3.0,9.0,False,False,True,False,False,True,False,False,False,False
36,21,8,1.3024430674507637,0.6428571428571429,0.6,208,15.035222374093156,0.358974358974359,3,1.6363636363636365,63,3.0,9.0,False,False,True,False,False,False,False,False,False,False
54,22,6,1.586370672332734,3.75,1.25,252,2.5363154254092692,0.20754716981132076,2,2.347826086956522,44,3.0,18.0,False,True,False,False,False,False,True,True,False,False
35,29,1,1.8720483328842308,3.0,0.8,197,3.7400124667082224,0.38620689655172413,2,1.1666666666666667,58,3.0,9.0,False,False,True,False,False,True,False,False,False,False
47,9,4,1.7739837223554202,3.0,1.3636363636363635,226,3.7813681677552426,0.21052631578947367,4,4.7,36,3.0,9.0,False,False,False,False,False,False,False,False,False,False
23,29,8,0.8278590704325295,0.7,5.416666666666666,186,8.508078377449296,0.0,3,0.7666666666666667,87,3.0,18.0,False,True,False,False,False,False,False,False,True,False
41,21,6,1.4740596427209287,1.625,1.625,222,6.344759393539882,0.1414141414141414,4,1.8636363636363635,84,3.0,6.0,False,False,False,False,False,False,False,False,False,True
47,16,7,1.3578402932935034,0.7142857142857143,1.0,198,14.108129439621154,0.21686746987951808,1,2.764705882352941,16,3.0,9.0,False,False,False,False,False,False,True,False,False,False
23,23,4,1.0291073663037504,0.5333333333333333,2.0,183,14.394541290835164,0.06857142857142857,2,0.9583333333333334,46,3.0,16.0,False,False,True,False,False,True,False,True,False,False
23,25,3,0.6043225544164991,0.35714285714285715,0.7142857142857143,206,12.559283330405762,0.12903225806451613,2,0.8846153846153846,50,3.0,9.0,False,False,False,False,True,False,False,False,True,False
38,17,4,2.1286545935398555,1.7142857142857142,3.0,136,8.504058755315036,0.09375,3,2.111111111111111,51,3.0,12.0,False,False,False,False,True,False,True,False,True,False
39,18,3,1.5275444029384397,1.6666666666666667,5.0,148,6.1036510931084225,0.02702702702702703,4,2.0526315789473686,72,3.0,9.0,True,False,False,False,False,False,False,False,False,False
25,5,1,0.5604310224045038,0.8,0.3333333333333333,201,4.479055326512953,0.2732919254658385,1,4.166666666666667,5,3.0,9.0,True,False,False,False,False,False,False,False,False,False
38,5,2,0.5115624745672065,0.26666666666666666,0.5714285714285714,196,14.31093764520026,0.13636363636363635,1,6.333333333333333,5,3.0,9.0,False,False,False,False,True,False,False,False,False,False
54,28,4,2.444046155441335,1.0714285714285714,2.142857142857143,159,16.926081552938392,0.17266187050359713,2,1.8620689655172413,56,3.0,9.0,False,True,False,False,False,True,False,False,False,False
44,29,6,1.6370417910725414,1.6,1.3333333333333333,259,7.361415771275607,0.2009132420091324,2,1.4666666666666666,58,3.0,9.0,False,False,False,False,True,False,True,False,False,False
34,9,6,1.5564422559923028,1.5,5.0,220,7.465500339340925,0.037037037037037035,1,3.4,9,3.0,18.0,False,False,False,True,False,False,True,True,False,False
28,27,9,1.9786056649490535,1.7,5.416666666666666,197,8.373155157102381,0.04145077720207254,4,1.0,97,3.0,9.0,False,False,True,False,False,True,False,False,False,False
22,23,3,1.5022778043331935,1.2727272727272727,1.0769230769230769,253,8.578001325691115,0.22966507177033493,1,0.9166666666666666,23,3.0,9.0,False,False,False,False,True,True,False,False,False,False
52,10,1,1.603982876962015,1.0,5.416666666666666,196,11.90575305969528,0.02040816326530612,1,4.7272727272727275,10,3.0,3.0,False,True,False,False,False,True,False,False,True,False
57,25,6,2.387189781587636,2.3333333333333335,1.0769230769230769,177,6.81241097417477,0.3609022556390977,2,2.1923076923076925,50,3.0,18.0,False,True,False,False,False,True,False,False,True,False
46,27,1,1.7698911631862637,1.0,1.2727272727272727,214,13.136138159103435,0.2247191011235955,3,1.6428571428571428,81,3.0,9.0,True,False,False,False,False,False,True,False,False,False
51,23,9,2.811565004285005,1.5454545454545454,1.8888888888888888,165,13.215594401393643,0.23357664233576642,2,2.125,46,3.0,9.0,True,False,False,False,False,False,False,False,False,False
59,22,8,0.8669011240161166,0.6153846153846154,2.6666666666666665,211,10.394928534866324,0.03864734299516908,2,2.5652173913043477,44,3.0,9.0,False,True,False,False,False,False,False,False,False,False
42,22,1,1.17007584218868,1.1111111111111112,0.7692307692307693,236,7.482356942436869,0.25,1,1.826086956521739,22,3.0,2.0,False,False,False,False,False,False,False,False,False,True
40,13,1,1.7366410205134142,1.875,1.0714285714285714,242,6.478209658421673,0.26804123711340205,1,2.857142857142857,13,3.0,9.0,False,False,False,True,False,False,True,False,False,False
37,17,8,0.6357573025395614,0.625,0.3333333333333333,229,7.114149766711323,0.3163841807909605,1,2.0555555555555554,17,3.0,18.0,True,False,False,False,False,True,False,False,True,False
54,13,2,2.0111757379072346,2.6666666666666665,4.0,187,5.023519203543865,0.0670391061452514,3,3.857142857142857,39,3.0,9.0,False,False,False,True,False,False,False,False,False,False
27,7,2,1.2282892265838332,0.7857142857142857,5.416666666666666,201,11.603846309895728,0.01990049751243781,1,3.375,7,3.0,2.0,False,False,True,False,False,True,False,False,False,True
58,20,1,0.4999375078115236,4.0,0.5714285714285714,200,0.0,0.13333333333333333,3,2.761904761904762,60,3.0,3.0,False,False,False,False,False,True,False,False,True,False
29,28,3,1.9698258494873975,5.272727272727273,1.7142857142857142,158,0.0,0.17391304347826086,1,1.0,28,3.0,9.0,False,False,True,False,False,True,False,False,True,False
22,26,6,1.7598064212936577,3.2,5.416666666666666,200,3.516905123491328,0.0,4,0.8148148148148148,97,3.0,18.0,False,False,True,False,False,False,True,False,True,False
34,3,4,1.0836264050201458,1.25,3.3333333333333335,211,6.063708312005356,0.03864734299516908,2,8.5,6,3.0,9.0,False,False,False,True,False,False,True,False,False,False
47,1,6,2.2811097450785796,2.8,1.5555555555555556,167,5.208025093211813,0.2302158273381295,2,9.080459770114944,2,3.0,6.0,False,True,False,False,False,False,True,False,False,True
37,23,2,0.9427090028709774,0.8571428571428571,0.5,184,7.53338659970323,0.3055555555555556,2,1.5416666666666667,46,3.0,6.0,False,False,False,False,False,False,True,False,True,False
49,10,5,0.9071136262898022,4.0,5.416666666666666,194,0.9063941990771259,0.0,1,4.454545454545454,10,3.0,5.0,True,False,False,False,False,False,False,False,False,True
44,15,2,1.8821315139395367,1.2307692307692308,2.2857142857142856,211,11.283497884344149,0.1256544502617801,1,2.75,15,3.0,6.0,False,True,False,False,False,False,True,False,True,False
28,13,3,1.3747899626445959,0.8181818181818182,1.0,176,12.207302186216845,0.21621621621621623,4,2.0,52,3.0,9.0,False,False,False,False,True,False,False,False,False,False
45,25,2,0.47561911556463565,0.5714285714285714,0.5,213,5.702682853069513,0.14814814814814814,1,1.7307692307692308,25,3.0,2.0,True,False,False,False,False,False,True,False,False,True
29,17,7,1.07014301002043,0.6,5.416666666666666,185,13.306259990495532,0.0,1,1.6111111111111112,17,3.0,7.0,False,False,False,False,True,False,False,False,False,True
22,29,6,0.628505585129177,1.2,1.2,226,3.3495736906211944,0.07476635514018691,2,0.7333333333333333,58,3.0,9.0,False,True,False,False,False,True,False,False,False,False
25,18,3,1.3363112203418341,1.0833333333333333,4.333333333333333,222,9.039294785596894,0.03669724770642202,4,1.3157894736842106,72,3.0,9.0,False,False,True,False,False,False,False,False,True,False
40,10,6,1.8551758200720385,0.9333333333333333,2.3333333333333335,186,14.827652609281724,0.11764705882352941,2,3.6363636363636362,20,3.0,18.0,False,False,True,False,False,False,True,False,True,False
43,20,3,2.1882296280009634,1.3571428571428572,5.416666666666666,195,11.968029459764825,0.020512820512820513,2,2.0476190476190474,40,3.0,9.0,False,False,False,False,False,False,False,False,False,False
57,9,7,1.4972097454743434,1.3,1.625,219,8.285558856760264,0.14358974358974358,4,5.7,36,3.0,7.0,True,False,False,False,False,True,False,False,False,True
22,26,4,1.9512667107448676,3.6666666666666665,0.8461538461538461,172,2.8346862517716787,0.375,3,0.8148148148148148,78,3.0,16.0,False,False,False,False,True,False,True,True,False,False
40,24,7,1.5600402774035256,5.272727272727273,2.0,157,0.0,0.1103448275862069,4,1.6,96,3.0,18.0,False,False,False,False,True,True,False,False,True,False
50,1,4,1.5210985948452842,1.0833333333333333,1.8571428571428572,212,10.288240795850694,0.125,1,9.080459770114944,1,3.0,12.0,False,False,False,False,False,False,True,False,True,False
40,12,9,1.52180201481556,0.8461538461538461,1.375,187,13.268331909333066,0.17177914110429449,3,3.076923076923077,36,3.0,9.0,False,False,False,True,False,False,True,False,False,False
27,11,5,2.5026643196704623,1.5833333333333333,5.416666666666666,175,11.580609656888548,0.04678362573099415,3,2.25,33,3.0,15.0,False,False,False,True,False,True,False,False,True,False
46,11,8,2.2113828020018835,2.111111111111111,1.9,225,7.4428045840910055,0.18652849740932642,2,3.8333333333333335,22,3.0,9.0,True,False,False,False,False,False,False,False,False,False
44,15,8,2.662047356421393,1.9,5.416666666666666,157,10.077874484654146,0.0,2,2.75,30,3.0,18.0,False,False,True,False,False,False,False,False,True,False
22,20,7,2.199745292650325,2.7142857142857144,1.9,226,5.552751135790006,0.18556701030927836,1,1.0476190476190477,20,3.0,9.0,False,False,False,True,False,True,False,False,False,False
36,14,4,2.2478142196143684,1.75,1.75,165,8.981162885635971,0.19858156028368795,2,2.4,28,3.0,9.0,False,True,False,False,False,False,False,False,False,False
46,9,9,0.6110177611753759,0.4,1.3333333333333333,152,10.986571967595161,0.05405405405405406,1,4.6,9,3.0,9.0,False,False,False,False,False,False,False,False,False,False
25,2,5,0.5913279074518067,0.5,0.625,214,8.508078377449296,0.14736842105263157,2,8.333333333333334,4,3.0,18.0,False,True,False,False,False,True,False,True,False,False
22,2,1,1.3748545826883696,3.25,1.4444444444444444,240,2.5363154254092692,0.1509433962264151,2,7.333333333333333,4,3.0,4.0,False,True,False,False,False,True,False,True,False,False
42,22,4,0.9427090028709774,2.0,0.8571428571428571,164,2.5111288665677436,0.16666666666666666,2,1.826086956521739,44,3.0,9.0,False,False,False,False,False,True,False,False,False,False
31,16,4,0.5139658539776285,1.0,1.0,230,3.287016285671598,0.07339449541284404,2,1.8235294117647058,32,3.0,16.0,False,False,False,False,True,False,False,True,False,False
23,6,5,1.3093523467165014,5.272727272727273,0.8333333333333334,212,0.0,0.2558139534883721,2,3.2857142857142856,12,3.0,15.0,True,False,False,False,False,True,False,False,True,False
38,13,5,0.8197637589894547,1.0,1.2,177,5.459869955824688,0.09696969696969697,1,2.7142857142857144,13,3.0,15.0,False,False,False,False,True,False,True,False,True,False
34,6,4,0.6632432595391465,0.5,0.6,235,9.720046591958871,0.17733990147783252,1,4.857142857142857,6,3.0,12.0,False,False,True,False,False,True,False,False,True,False
48,26,8,1.6722994702435943,5.272727272727273,5.416666666666666,175,0.0,0.022857142857142857,2,1.7777777777777777,52,3.0,18.0,True,False,False,False,False,True,False,True,False,False
49,1,6,0.8414288992580128,0.5833333333333334,0.5384615384615384,231,10.569070183866883,0.25668449197860965,4,9.080459770114944,4,3.0,6.0,False,False,False,False,False,False,False,False,False,True
31,25,3,1.2876666894284516,1.5,1.5,233,6.00460092798378,0.1339712918660287,1,1.1923076923076923,25,3.0,9.0,False,False,False,False,False,False,True,False,True,False
31,28,9,0.6225769023969211,1.2,1.5,224,3.3180001508181887,0.05555555555555555,3,1.0689655172413792,84,3.0,18.0,False,False,False,False,False,True,False,True,False,False
30,13,4,1.3536934294592406,1.0,5.416666666666666,199,9.919252367094316,0.020100502512562814,2,2.142857142857143,26,3.0,4.0,False,True,False,False,False,False,True,False,False,True
55,2,1,2.2663644847353686,1.7,3.4,181,9.589770911028237,0.09467455621301775,1,9.080459770114944,2,3.0,4.0,False,False,False,False,False,False,False,True,False,False
25,23,4,1.222056263964153,0.75,4.5,166,11.937647987371745,0.024096385542168676,1,1.0416666666666667,23,3.0,16.0,False,False,True,False,False,True,False,True,False,False
25,1,7,0.48345804353319927,0.5714285714285714,0.5,210,5.796592306341121,0.15053763440860216,3,9.080459770114944,3,3.0,9.0,False,False,True,False,False,True,False,False,False,False
25,1,4,2.5661961973638165,3.5,1.75,148,4.393556117694049,0.22580645161290322,1,9.080459770114944,1,3.0,12.0,False,False,False,False,False,False,True,False,True,False
32,11,9,2.7306201817655253,3.6,1.3846153846153846,193,4.849286383424258,0.3221476510067114,1,2.6666666666666665,11,3.0,9.0,True,False,False,False,False,True,False,False,False,True
22,16,6,1.9376029675373792,5.272727272727273,1.2142857142857142,245,0.9110862633039302,0.2639593908629442,2,1.2941176470588236,32,3.0,6.0,False,False,True,False,False,False,True,False,False,True
42,9,3,2.1385621641138157,2.0,1.0,196,7.324381311730107,0.35135135135135137,3,4.2,27,3.0,3.0,True,False,False,False,False,False,False,False,False,True
46,7,1,1.2690965378661871,0.9230769230769231,1.2,244,10.145261701637077,0.16981132075471697,2,5.75,14,3.0,9.0,True,False,False,False,False,True,False,False,False,False
30,14,8,1.4306384223959943,0.8888888888888888,0.6666666666666666,167,11.430798207443008,0.3464566929133858,2,2.0,28,3.0,8.0,True,False,False,False,False,False,True,False,False,True
46,5,3,1.751052123648158,2.2857142857142856,1.6,237,5.249135085696107,0.17560975609756097,3,7.666666666666667,15,3.0,9.0,False,False,False,False,False,True,False,False,True,False
39,26,9,0.8602294690038096,1.75,0.6363636363636364,219,2.9468232352547217,0.2185792349726776,1,1.4444444444444444,26,3.0,9.0,False,False,False,True,False,False,True,False,False,False
28,19,6,1.9009764106109046,1.0769230769230769,1.1666666666666667,206,13.02288871349645,0.26506024096385544,3,1.4,57,3.0,6.0,False,True,False,False,False,True,False,False,False,True
47,24,9,1.9578896671587567,2.125,1.7,227,6.4443235552579825,0.18461538461538463,2,1.88,48,3.0,9.0,False,False,False,False,False,True,False,False,False,False
39,17,4,1.9202996302232942,1.0,1.375,154,13.94876997210246,0.2153846153846154,2,2.1666666666666665,34,3.0,9.0,False,False,True,False,False,False,False,False,False,False
22,8,4,2.426078134419432,1.3636363636363635,1.0,192,12.92445071084479,0.4,2,2.4444444444444446,16,3.0,12.0,False,False,True,False,False,False,False,False,True,False
30,29,1,0.7038761178032666,0.26666666666666666,0.4,161,19.68428452738544,0.27906976744186046,1,1.0,29,3.0,9.0,False,False,True,False,False,False,False,False,False,False
31,4,4,2.5959185701332737,1.3571428571428572,2.7142857142857144,185,14.19566188514419,0.14545454545454545,1,6.2,4,3.0,12.0,False,False,True,False,False,False,True,False,True,False
32,2,4,1.0796088871440663,1.3333333333333333,0.7272727272727273,203,5.3929499436191595,0.23952095808383234,2,9.080459770114944,4,3.0,12.0,False,False,False,True,False,False,True,False,True,False
53,23,1,1.728299838596792,1.8333333333333333,2.75,152,6.277822166419359,0.08333333333333333,3,2.2083333333333335,69,3.0,9.0,False,True,False,False,False,True,False,False,False,False
42,20,4,1.4542810398109434,2.6666666666666665,1.1428571428571428,145,2.904865649963689,0.192,3,2.0,60,3.0,12.0,False,False,False,True,False,False,False,False,True,False
57,13,2,2.1663056157307112,1.0,0.9285714285714286,184,15.978695073235686,0.38235294117647056,3,4.071428571428571,39,3.0,9.0,True,False,False,False,False,True,False,False,False,False
53,20,2,2.185112102872429,1.25,1.3636363636363635,191,12.80626554479547,0.25806451612903225,3,2.5238095238095237,60,3.0,6.0,False,False,False,False,False,False,True,False,True,False
40,6,3,2.132413708665354,1.7272727272727273,1.3571428571428572,248,8.971535763803933,0.26,1,5.714285714285714,6,3.0,9.0,False,False,True,False,False,False,True,False,False,False
29,18,1,1.1890124440961478,4.0,0.6153846153846154,196,1.1877766979807796,0.3157894736842105,1,1.5263157894736843,18,3.0,3.0,True,False,False,False,False,False,True,False,True,False
56,5,9,3.1929818903097833,5.272727272727273,1.6363636363636365,164,2.8346862517716787,0.3125,4,9.080459770114944,20,3.0,18.0,False,False,False,False,False,False,True,False,True,False
43,25,5,1.4735291021997685,1.2727272727272727,1.0769230769230769,257,8.413967185527977,0.22535211267605634,3,1.6538461538461537,75,3.0,15.0,False,True,False,False,False,False,False,False,True,False
25,12,1,1.9439871268986428,1.5833333333333333,2.7142857142857144,239,8.997285942670187,0.1095890410958904,1,1.9230769230769231,12,3.0,3.0,False,False,False,False,True,True,False,False,True,False
50,19,2,0.4377630309120395,0.5714285714285714,0.3333333333333333,245,5.249135085696107,0.2146341463414634,2,2.5,38,3.0,9.0,False,True,False,False,False,False,True,False,False,False
52,20,4,2.74955521900869,5.272727272727273,5.416666666666666,136,2.584890142168958,0.0,2,2.4761904761904763,40,3.0,12.0,False,False,False,False,True,True,False,False,True,False
29,29,1,0.5418132025100729,0.7142857142857143,0.7142857142857143,227,5.197464267433162,0.11594202898550725,1,0.9666666666666667,29,3.0,9.0,False,False,True,False,False,False,False,False,False,False
33,19,4,0.6566086164957992,1.3333333333333333,0.3076923076923077,182,2.6234199856904366,0.34782608695652173,3,1.65,57,3.0,12.0,True,False,False,False,False,False,True,False,True,False
26,15,3,1.7204589380076192,0.9333333333333333,1.4,215,13.751841764522036,0.19672131147540983,4,1.625,60,3.0,9.0,False,False,False,True,False,False,False,False,False,False
51,7,1,1.6664815020553272,3.75,5.416666666666666,202,2.664298401420959,0.019801980198019802,4,6.375,28,3.0,9.0,True,False,False,False,False,False,True,False,False,False
56,29,6,0.35289965886366315,0.2727272727272727,0.21428571428571427,239,9.402914903620124,0.27225130890052357,2,1.8666666666666667,58,3.0,18.0,False,False,False,False,False,True,False,False,True,False
58,29,9,2.176833904448449,3.8,1.7272727272727273,232,3.6633086337523943,0.20408163265306123,3,1.9333333333333333,87,3.0,9.0,False,False,False,False,True,False,True,False,False,False
25,19,9,1.349511108930083,5.0,1.4285714285714286,187,1.078589988723832,0.1437125748502994,2,1.25,38,3.0,18.0,False,False,False,False,True,False,True,False,True,False
42,23,6,1.5918748602176,2.2,1.0,192,4.62622226895174,0.2564102564102564,4,1.75,92,3.0,9.0,False,False,False,False,False,False,True,False,False,False
37,21,6,0.6820542233107532,0.36363636363636365,0.4,165,13.62482194834954,0.2706766917293233,4,1.6818181818181819,84,3.0,9.0,True,False,False,False,False,True,False,False,False,False
39,3,9,1.8551758200720385,1.4,1.5555555555555556,198,9.532062391681109,0.18823529411764706,3,9.080459770114944,9,3.0,18.0,False,False,False,True,False,False,False,False,True,False
52,1,8,1.2830980986819083,1.1666666666666667,0.4666666666666667,176,7.3225935294900815,0.45161290322580644,2,9.080459770114944,2,3.0,8.0,True,False,False,False,False,False,True,False,False,True
59,21,4,2.2135302033680873,1.7777777777777777,4.0,171,8.845554606222043,0.0736196319018405,4,2.6818181818181817,84,3.0,12.0,False,False,False,False,False,False,True,False,True,False
